AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	G2	0	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	55.02721666666667	40.29035990131166	N/A	N/A	G000073461_170522182039.mzXML|G000073460_170522180710.mzXML	2	16	-1	3	152.047	1	152.047	1.14635e+06
 	G2	1	0	11	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	174.12699090909092	91.71971800389245	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	17	-1	11	154.99	1	154.99	1.50637e+07
 	G2	0	0	5	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	193.296	33.71299517396816	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	19	-1	5	158.003	1	158.003	3.19983e+06
 	G2	1	0	8	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	296.54949999999997	15.793004891406826	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	20	-1	8	158.154	1	158.154	8.77135e+06
 	G2	1	0	4	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	62.611324999999994	23.344351919187538	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	21	-1	4	158.961	1	158.961	5.49821e+06
 	G1,G2	0	16	7	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	757.9400869565218	25.8650830858112	N/A	N/A	G83445_1x_BE12_01_21897.mzXML|11712.SUBJECT31.MBM.1301.mzXML|11712.SUBJECT53.MBM.1326.mzXML|11712.SUBJECT4.MBM.1349.mzXML|G83356_1x_BF10_01_21902.mzXML|11712.SUBJECT38.MBM.1306.mzXML|G83353_1x_BC10_01_21882.mzXML|G83354_1x_BD10_01_21888.mzXML|G83355_1x_BE10_01_21894.mzXML|11712.SUBJECT48.DBM.1318.mzXML|11712.SUBJECT45.DBM.1313.mzXML|11712.SUBJECT59.MBM.1336.mzXML|11712.SUBJECT45.MBM.1314.mzXML|11712.SUBJECT47.MBM.1317.mzXML|G83348_1x_BF9_01_21898.mzXML|11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT58.MBM.1335.mzXML|G83449_1x_BD12_01_21891.mzXML|11712.SUBJECT31.DBM.1300.mzXML	19	22	173	23	159.969	0	159.969	1.58962e+06
 	G1	0	3	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	735.195	0.38233231618581615	N/A	N/A	11712.SUBJECT58.MBM.1335.mzXML|11712.SUBJECT60.MBM.1337.mzXML|11712.SUBJECT27.DBM.1297.mzXML	3	23	-1	3	159.969	0	159.969	131196
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	56.33905	44.73795	N/A	N/A	G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	2	26	61	2	165.983	1	165.983	266858
 	G2	1	0	83	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	281.5905686746988	106.56639986641953	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	27	61	83	167.013	1	167.013	3.55468e+08
 	G2	0	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=61&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	83.22805	52.12634454737515	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	29	61	3	168.016	1	168.016	556242
 	G2	1	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=383&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	84.2849	6.9298	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	32	383	2	171.006	1	171.006	852938
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=383&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	10.127355	0.8661449999999995	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	33	383	2	171.149	1	171.149	938072
 	G2	0	0	4	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=383&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	22.7322175	26.02567025249914	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	34	383	4	171.993	1	171.993	2.29095e+06
 	G1	1	2	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	747.3205	3.089499999999987	N/A	N/A	11712.SUBJECT1.MBM.1277.mzXML|11712.SUBJECT47.DBM.1316.mzXML	2	36	-1	2	172.956	0	172.956	4562
 	G2	1	0	4	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	484.56975	14.098785238008992	N/A	N/A	G000073461_170522182039.mzXML|G000073460_170522180710.mzXML	2	37	-1	4	174.957	1	174.957	313228
 	G2	0	0	4	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	Spectral Match to L-Arginine from NIST14	0.975887	22.8285	0.0039978	15.270475	0.6631148293282237	N/A	CCMSLIB00003138574	G83355_1x_BE10_01_21894.mzXML|G83359_1x_BA11_01_21544.mzXML|G83350_1x_BH9_01_21909.mzXML|G000073460_170522180710.mzXML	4	38	-1	4	175.119	1	175.119	1.89571e+07
 	G2	0	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=40&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=396&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	79.8574	17.4951402145472	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	40	396	3	176.013	1	176.013	925811
 	G2	1	0	9	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=41&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=64&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	100.41921555555555	69.59472879571446	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	41	64	9	176.972	1	176.972	3.02252e+06
 	G2	1	0	81	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=42&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	250.20087777777778	159.70009089465012	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	42	-1	81	178.123	1	178.123	3.69976e+07
 	G2	0	0	3	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=44&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	73.5745	8.297122291895347	N/A	N/A	G000073462_170522183406.mzXML	1	44	-1	3	180.066	1	180.066	2.07376e+06
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=45&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	Spectral Match to D-Fructose from NIST14	0.849232	0	0	18.4336	3.7871000000000006	N/A	CCMSLIB00003139752	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML	2	45	-1	2	180.086	1	180.086	6.12233e+06
 	G2	0	0	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=46&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	47.6893	5.0898	N/A	N/A	G000073461_170522182039.mzXML	1	46	-1	2	180.087	1	180.087	268190
 	G2	1	0	15	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=50&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	501.0264666666667	24.328570038445662	N/A	N/A	G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	3	50	-1	15	181.014	1	181.014	9.73398e+06
 	G1,G2	1	5	2	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=51&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	42.37571428571429	1.0690552189781828	N/A	N/A	G83351_1x_BA10_01_21543.mzXML|11712.SUBJECT48.DBM.1318.mzXML|11712.SUBJECT53.DBM.1325.mzXML|11712.SUBJECT2.DBM.1278.mzXML|11712.SUBJECT47.MBM.1317.mzXML|11712.SUBJECT58.MBM.1335.mzXML	6	51	-1	7	181.072	0	181.072	482600
 	G1,G2	0	1	1	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=53&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	784.683	33.541	N/A	N/A	11712.SUBJECT54.DBM.1327.mzXML|G83359_1x_BA11_01_21544.mzXML	2	53	173	2	181.952	0	181.952	2677
 	G1,G2	1	4	1	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=55&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	764.0022	26.69549835758831	N/A	N/A	11712.SUBJECT53.DBM.1325.mzXML|11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT37.DBM.1304.mzXML|G83359_1x_BA11_01_21544.mzXML|11712.SUBJECT49.DBM.1319.mzXML	5	55	173	5	182.952	0	182.952	7888
 	G1,G2	1	128	38	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=56&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	756.5338373493976	29.16813256168786	N/A	N/A	11712.SUBJECT4.MBM.1349.mzXML|11712.SUBJECT6.MBM.1280.mzXML|11712.SUBJECT38.MBM.1306.mzXML|11712.SUBJECT26.MBM.1295.mzXML|G83354_1x_BD10_01_21888.mzXML|G83355_1x_BE10_01_21894.mzXML|11712.SUBJECT50.MBM.1321.mzXML|11712.SUBJECT45.DBM.1313.mzXML|G83364_1x_BF11_01_21903.mzXML|11712.SUBJECT45.MBM.1314.mzXML|11712.SUBJECT27.DBM.1297.mzXML|11712.SUBJECT12.DBM.1285.mzXML|11712.SUBJECT55.MBM.1329.mzXML|11712.SUBJECT47.MBM.1317.mzXML|G83348_1x_BF9_01_21898.mzXML|G83445_1x_BE12_01_21897.mzXML|11712.SUBJECT46.MBM.1315.mzXML|G83359_1x_BA11_01_21544.mzXML|11712.SUBJECT31.DBM.1300.mzXML|G83449_1x_BD12_01_21891.mzXML|11712.SUBJECT52.DBM.1323.mzXML|11712.SUBJECT1.MBM.1277.mzXML|11712.SUBJECT31.MBM.1301.mzXML|11712.SUBJECT36.MBM.1303.mzXML|G83356_1x_BF10_01_21902.mzXML|G83349_1x_BG9_01_21904.mzXML|G83351_1x_BA10_01_21543.mzXML|G83357_1x_BG10_01_21906.mzXML|11712.SUBJECT21.DBM.1292.mzXML|11712.SUBJECT48.DBM.1318.mzXML|11712.SUBJECT43.MBM.1310.mzXML|11712.SUBJECT37.DBM.1304.mzXML|11712.SUBJECT56.MBM.1332.mzXML|11712.SUBJECT37.MBM.1305.mzXML|11712.SUBJECT54.MBM.1328.mzXML|11712.SUBJECT34.MBM.1302.mzXML|11712.SUBJECT27.MBM.1296.mzXML|11712.SUBJECT58.MBM.1335.mzXML|11712.SUBJECT54.DBM.1327.mzXML|11712.SUBJECT57.MBM.1333.mzXML|G83360_1x_BB11_01_21879.mzXML|11712.SUBJECT8.MBM.1281.mzXML|11712.SUBJECT9.DBM.1282.mzXML|11712.SUBJECT44.DBM.1311.mzXML|11712.SUBJECT56.DBM.1331.mzXML|11712.SUBJECT17.MBM.1290.mzXML|11712.SUBJECT57.MBM.1334.mzXML|G83444_1x_BB12_01_21880.mzXML|11712.SUBJECT53.DBM.1325.mzXML|G83363_1x_BE11_01_21895.mzXML|11712.SUBJECT60.MBM.1337.mzXML|11712.SUBJECT18.MBM.1291.mzXML|11712.SUBJECT41.MBM.1308.mzXML|11712.SUBJECT44.MBM.1312.mzXML|11712.SUBJECT16.DBM.1288.mzXML|11712.SUBJECT52.MBM.1324.mzXML|G83347_1x_BE9_01_21892.mzXML|11712.SUBJECT14.MBM.1287.mzXML|11712.SUBJECT42.MBM.1309.mzXML|G83447_1x_BC12_01_21886.mzXML|11712.SUBJECT51.MBM.1322.mzXML|11712.SUBJECT11.DBM.1283.mzXML|11712.SUBJECT53.MBM.1326.mzXML|11712.SUBJECT49.DBM.1319.mzXML|11712.SUBJECT39.MBM.1307.mzXML|11712.SUBJECT49.MBM.1320.mzXML|G83353_1x_BC10_01_21882.mzXML|11712.SUBJECT25.MBM.1293.mzXML|11712.SUBJECT47.DBM.1316.mzXML|11712.SUBJECT16.MBM.1289.mzXML|11712.SUBJECT2.DBM.1278.mzXML|G83352_1x_BB10_01_21549.mzXML|11712.SUBJECT12.MBM.1286.mzXML|11712.SUBJECT59.MBM.1336.mzXML|11712.SUBJECT55.DBM.1330.mzXML	75	56	173	166	182.985	0	182.985	1.1025e+06
 	G2	1	0	122	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=57&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	246.82172131147541	140.56404469483397	N/A	N/A	G83447_1x_BC12_01_21886.mzXML|G000073461_170522182039.mzXML|G000073462_170522183406.mzXML|G000073460_170522180710.mzXML	4	57	-1	122	182.985	1	182.985	1.44871e+08
 	G1	1	4	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f19d5ba59d7646349f767d27a75875ab&view=cluster_details&protein=58&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f19d5ba59d7646349f767d27a75875ab&show=true	N/A	N/A	N/A	N/A	25.4655	0.4429122373563405	N/A	N/A	11712.SUBJECT1.MBM.1277.mzXML|11712.SUBJECT4.MBM.1349.mzXML|11712.SUBJECT47.MBM.1317.mzXML|11712.SUBJECT49.MBM.1320.mzXML	4	58	-1	4	183.051	0	183.051	35273
